reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id,app_title,year,month,yearmonth,review_length,sentiment,clean_content
d22e9b73-f93f-44c7-a07b-b5d387249597,Annie Green,https://play-lh.googleusercontent.com/a/ACg8ocK6nhB4_depXGCsT72uftbY_3GjmZE2slpSkXa-P1bDZp0CSA=mo,Second page where it said allow Bluetooth to connect. It wouldn't scroll up to the allow button. Had technical support working with me. Waiting for them to fix the problem. Con't to wait to here from them 12 hours now. Unable to use it yet. They removed my ihealth icon. Said they would call me back in 10 minutes. No call back.,1,0,4.0.2(1),2025-01-09 21:40:06,,,4.0.2(1),com.ochsner.digitalmedicine,Digital Medicine,2025,1,2025-01,328,Negative,second page said allow bluetooth connect wouldnt scroll allow button technical support working waiting fix problem cont wait hours unable use yet removed ihealth icon said would call back minutes call back
9449cf9a-2aa7-4771-94d5-47ceb5e2f89f,Patricia Bagent,https://play-lh.googleusercontent.com/a-/ALV-UjXblwGVenT6J9oNGZIZDD4BFoI0Bun-SQ7D5TDOmJDulyGkFKjc,I'm traveling to use this new application to my blood pressure I can't get it,5,0,,2024-12-23 11:36:05,,,,com.ochsner.digitalmedicine,Digital Medicine,2024,12,2024-12,77,Positive,traveling use new application blood pressure cant get
6e362147-5d04-4dc8-9e09-fefeeb561c68,Danielle White,https://play-lh.googleusercontent.com/a-/ALV-UjX0MwHHEfWESYH_7w42j7vsYtyX76gzmyUppPIvg1_WET5gXHoL,The readings are always precise and accurate. I LOVE it!!!!!,5,2,3.3.1,2024-12-16 10:37:50,,,3.3.1,com.ochsner.digitalmedicine,Digital Medicine,2024,12,2024-12,60,Positive,readings always precise accurate love
ed71e240-a18f-463d-9840-b4425025ba64,Youknowifyouneedtoknow “SWTAPL”,https://play-lh.googleusercontent.com/a-/ALV-UjVWxCd5aFviTO8lx4PNpgxoYNNfESTExaXGKMlZIrwoTpDytx1QKw,"The app was working fine. Now, all I get is the message ""Message type not found"" on all the buttons of the app. The app will not work properly and is a pain now. I've reinstalled, cleared data and cache, nothing works to fix this app.",1,2,3.4.4,2024-12-05 07:06:11,,,3.4.4,com.ochsner.digitalmedicine,Digital Medicine,2024,12,2024-12,234,Negative,app working fine get message message type found buttons app app work properly pain ive reinstalled cleared data cache nothing works fix app
3ecd6788-4034-4248-8b20-c6de850bd427,Jo Crefasi,https://play-lh.googleusercontent.com/a-/ALV-UjXsMELma8iczmTJTi2uIEly9b1qd2Hpv__7q1VgqfACLhcKnTHkPw,"Could not log on several times. Rec'd error msg to clear cache and sign back in. That did not work. Deleting app and then re installing. I don't have time to play games with this app. Error msg said app has a ""bug"". I can't restart my phone and miss a call back from SSA is received. Meanwhile I'm fasting & HANGRY and can't eat until this app starts working again",1,4,,2024-12-03 12:48:04,,,,com.ochsner.digitalmedicine,Digital Medicine,2024,12,2024-12,364,Negative,could log several times recd error msg clear cache sign back work deleting app installing dont time play games app error msg said app bug cant restart phone miss call back ssa received meanwhile fasting hangry cant eat app starts working
1fdd816b-ae8d-4ea0-96e8-3212b9f88d9e,Ehiaghe Imoloamen,https://play-lh.googleusercontent.com/a-/ALV-UjXcxm5B_w7Yz-oR171qmJ3QirRe1WbCFIue8wzqBYz8EjXvp9Qv,"Ever since I started using the app it has been ""smooth sailing.""",5,1,3.3.1,2024-11-02 12:33:10,,,3.3.1,com.ochsner.digitalmedicine,Digital Medicine,2024,11,2024-11,64,Positive,ever since started using app smooth sailing
e5390184-c681-436e-ac71-fe418df5cc6a,Merrion Freeman,https://play-lh.googleusercontent.com/a/ACg8ocKL2i8Vve8rNmarqQg7nfcNI8FDRU2cMxt8Ca57bfeUG-VUrQ=mo,I love this app,5,0,3.3.1,2024-10-19 21:15:33,,,3.3.1,com.ochsner.digitalmedicine,Digital Medicine,2024,10,2024-10,15,Positive,love app
42642099-8d5a-43ff-a144-0162bafd5411,jackie richardson,https://play-lh.googleusercontent.com/a/ACg8ocKrjYDjH84VxuMoxuYVlPd7GYWnIwOEgYg5NUaeUvLc-k0K=mo,Very helpful information. They call you quick if they find anything wrong. Very nice people.,5,4,3.3.1,2024-10-10 16:44:15,,,3.3.1,com.ochsner.digitalmedicine,Digital Medicine,2024,10,2024-10,92,Positive,helpful information call quick find anything wrong nice people
73379335-832d-4ef1-a891-d7f945cac74d,Glean Moore,https://play-lh.googleusercontent.com/a/ACg8ocJRYkkq81XVh0mxLMJZ7pKHxjxW29MyXy29ZC6B52afqvYYrQ=mo,They are friendly and caring and understanding. The team checks up on you. Call them if need anything. They're wonderful.,5,6,3.2.2.0,2024-09-27 12:54:37,,,3.2.2.0,com.ochsner.digitalmedicine,Digital Medicine,2024,9,2024-09,121,Positive,friendly caring understanding team checks call need anything theyre wonderful
41c8fd6e-12d3-4ee0-b83f-b991b96e26be,Rosie Wyatt,https://play-lh.googleusercontent.com/a-/ALV-UjWOvHYqNw3NAVyluRmliFREWxhf702rJ_zE4BISFwO35bwL8MKk,I was thrilled to get my digital medicine back on track. Love it,5,3,3.2.0.1,2024-07-25 19:25:56,,,3.2.0.1,com.ochsner.digitalmedicine,Digital Medicine,2024,7,2024-07,64,Positive,thrilled get digital medicine back track love
b53db479-868f-46c5-b36b-7bdd9074b70a,Elaine Taylor,https://play-lh.googleusercontent.com/a/ACg8ocKdqCJOvNI4ZZUsiG2hhId89Aai76gYQBdW32lyV4wCsFrYqQ=mo,Login is sometimes irritating. This cause test procedures to be delayed or not taken.,2,5,3.1.0.92,2024-06-10 10:43:04,,,3.1.0.92,com.ochsner.digitalmedicine,Digital Medicine,2024,6,2024-06,85,Negative,login sometimes irritating cause test procedures delayed taken
639aa430-83d7-424f-b21f-543dac1cbac6,LestatDeLioncourt IMVU,https://play-lh.googleusercontent.com/a-/ALV-UjW89wFYP4-vBG-yEBZkS1XI96F8KNDoFEnXx8XXNdSgN1MVrdY,"Hello, I was enrolled in the Ochsner Digital Medicine Program for Blood Pressure tacking, coaching, and assistance. My Team Coach was Katelyn ??? and my PA was Scott Lawler. Both are located in South Louisiana. Here is what happened. I have faithfully been using my Device to take BP readings since I enrolled in the program. I received a notification in February of this year that no readings were received since September of 2023 or last year. Why Wait 6 months to reach out to me?",1,4,3.0.0.4,2024-05-10 11:59:23,,,3.0.0.4,com.ochsner.digitalmedicine,Digital Medicine,2024,5,2024-05,483,Negative,hello enrolled ochsner digital medicine program blood pressure tacking coaching assistance team coach katelyn scott lawler located south louisiana happened faithfully using device take readings since enrolled program received notification february year readings received since september last year wait months reach
16bc53d7-9d65-4566-bfd1-3a15c08f496a,Shen Young,https://play-lh.googleusercontent.com/a-/ALV-UjX1RD7cVmSBi223R-h95V3NkC49R5WN0DPtcKxMC2-MBOMGqKtv,This organization treat their staff like Nothing. Very disrespectful. Fire hard WOrking People for some Rediculous Reasons. Very petty.,1,1,3.0.0.4,2024-04-22 17:23:13,,,3.0.0.4,com.ochsner.digitalmedicine,Digital Medicine,2024,4,2024-04,135,Negative,organization treat staff like nothing disrespectful fire hard working people rediculous reasons petty
7145894a-5247-4645-8576-4681608175c5,Kershena Calongne,https://play-lh.googleusercontent.com/a-/ALV-UjWIUBOYSOKLUo-ZVnjyiYMVFwldulYOkCuq-iuFnbYzVNrbXdyH9w,There should be an option to upload your readings when you take them outside the app.,3,1,2.1.0.0,2024-03-16 10:46:06,,,2.1.0.0,com.ochsner.digitalmedicine,Digital Medicine,2024,3,2024-03,85,Neutral,option upload readings take outside app
98012b78-2d64-470d-ae93-55a1b3697692,Valerie Roberts,https://play-lh.googleusercontent.com/a-/ALV-UjXiQtbYvwJ9WiiTtnP1bCaviGaOqNLXBMgg1jBWkB7Xgu-_cgIl,Easy to use. Great coaching. Feels good that someone is looking out for you.,5,5,2.1.0.0,2024-03-05 08:43:49,,,2.1.0.0,com.ochsner.digitalmedicine,Digital Medicine,2024,3,2024-03,76,Positive,easy use great coaching feels good someone looking
d8814574-3bac-4868-a8dc-dbcf7f182832,Scherrazade Ardoin,https://play-lh.googleusercontent.com/a/ACg8ocJpmBmXE_PsYNHRpw8T1F0G_c94pnrnmOvIlbJ7R8kMeIBJ3w=mo,Easy steps with no hassle,5,1,2.0.27.25,2024-02-02 02:47:41,,,2.0.27.25,com.ochsner.digitalmedicine,Digital Medicine,2024,2,2024-02,25,Positive,easy steps hassle
e4bbd5a1-afbb-46e9-b1a9-16950b0f0a89,Bradley Fowler,https://play-lh.googleusercontent.com/a-/ALV-UjVw1Vz6sG5ROyJY8Gl1TmazGS09dVmmzHobQX24O9GkzLMFiXhb,"It worked just after I downloaded it. Then it stopped opening. I can't get it to work at all now. Before too long, Ochsner Digital Medicine Coach Savannah is going to call and yell at me for not taking my blood pressure.",2,6,1.2.15,2023-10-18 13:45:13,,,1.2.15,com.ochsner.digitalmedicine,Digital Medicine,2023,10,2023-10,220,Negative,worked downloaded stopped opening cant get work long ochsner digital medicine coach savannah going call yell taking blood pressure
3502c83e-dbef-499d-89f7-980811642ccc,Minerva Lewis,https://play-lh.googleusercontent.com/a-/ALV-UjXz-5ECokw9N9_3p60R1WFdvwBl0v22SLaGw1_qqM1cpgmPXjWF,I love it!! Ochsner 6 giving us more and more up to date experiences!!,5,3,1.2.12,2023-09-14 19:21:04,,,1.2.12,com.ochsner.digitalmedicine,Digital Medicine,2023,9,2023-09,70,Positive,love ochsner giving date experiences
89899c04-ee46-47cb-80a2-6d6563688dd1,vijay Gange,https://play-lh.googleusercontent.com/a/ACg8ocIuntfM7jPzl6saKKj4L0eFjhQiz4cp2ZGMcE7apBABBZIUzfo=mo,Great app and easy to use.,5,0,2.1.69,2024-08-02 05:18:40,,,2.1.69,com.appex.myhealth,MyHealth-Digital Health Locker,2024,8,2024-08,26,Positive,great app easy use
693daf33-e1b5-4b57-896a-7623820ede71,Vivek Kadam,https://play-lh.googleusercontent.com/a/ACg8ocKKWPBUayZS33j2it8jqHU_Fy3D_TEJAbbalhVQNiAIzOHpkQ=mo,Superb quick registration process for abha id. Family health account isbsimple and must.,5,0,2.1.13,2024-06-19 01:56:00,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,6,2024-06,88,Positive,superb quick registration process abha family health account isbsimple must
c1a71643-088e-48da-85c2-84472d7a8342,Prakash Panjari,https://play-lh.googleusercontent.com/a/ACg8ocIIsRwQ3vXQmgeSgo7ykzw15u7ptFd8uIMdF5ZXtN1ZfXnLQw=mo,Great app. Easy and helpful for senior citizens,5,0,2.1.13,2024-06-12 03:06:33,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,6,2024-06,47,Positive,great app easy helpful senior citizens
c2746e62-0a96-4004-857b-b6a84d2b0fa8,Shyam narayan Yadav,https://play-lh.googleusercontent.com/a-/ALV-UjXiu8pC9Cli67fSqUvInHc3Y0jK_UiP0yFgYi3dCLosAGXL8r8,Medical record store karna aasan hai isme. Apni parivar ko bhi hamne asaani se add kia.,5,0,2.1.13,2024-06-12 01:44:20,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,6,2024-06,87,Positive,medical record store karna aasan hai isme apni parivar bhi hamne asaani add kia
8ac233f5-ee09-4ff0-a9f6-c80066f94482,Sunjay Shukla,https://play-lh.googleusercontent.com/a/ACg8ocJMxIm3Tk7UUBcKxOAZM-teELrM_3PO_CBYVaT2qP4M69RE2g=mo,Super easy to use and save in a health locker. Report uploading takes some time but I guess it will improve with time.,4,0,,2024-06-05 02:17:45,,,,com.appex.myhealth,MyHealth-Digital Health Locker,2024,6,2024-06,118,Positive,super easy use save health locker report uploading takes time guess improve time
9a7b8266-63ce-48f4-b798-c41a8ff429b6,Mahesh Shinde,https://play-lh.googleusercontent.com/a/ACg8ocLTDNJ8VPEkT3FI9E8MmdYBmu9ZayK8w-luUamm5aa8FSulIg=mo,"Easy to use. Sometimes slow to upload medical reports, but overall nice. Needs fast speed",3,0,2.1.13,2024-05-29 01:45:57,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,89,Neutral,easy use sometimes slow upload medical reports overall nice needs fast speed
3bb36272-c9d4-495b-adfc-e624054b4643,devba patil,https://play-lh.googleusercontent.com/a/ACg8ocJM5wV2elu9Wtw4OdpUmm65erwgswGpJuQYYVt9nE2aS7h_lQ=mo,App che features soppa aahe use karayla.,5,0,2.1.13,2024-05-17 05:50:16,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,40,Positive,app che features soppa aahe use karayla
3c073e7b-4c79-45c2-b885-716e384d563e,JAYANTI PARMAR,https://play-lh.googleusercontent.com/a/ACg8ocIWCZAocWln4iKaQRTAY_l8kZzp5UV-r7ANOtxkyotkZz-mIg=mo,Helpful app to store medical records in one place. Family health records in one place,5,0,2.1.13,2024-05-16 01:12:47,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,85,Positive,helpful app store medical records one place family health records one place
716c94f4-8b59-4e90-8d4c-f05a997fa729,Vijay Edumban,https://play-lh.googleusercontent.com/a/ACg8ocI8uDDspnURVhwTj4hydLuhvoE9mxo5Ozva7ueOGEZ9d8kVPw=mo,Easy to use features for self and family,5,0,2.1.13,2024-05-16 01:05:34,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,40,Positive,easy use features self family
c25d03bd-3f40-4bcf-a5cf-83e3c9dcec79,Amol Rade,https://play-lh.googleusercontent.com/a/ACg8ocIvxZiHgGIo-zxKaG8yib_FR940PDlVERse3uGahmF1kmF8ZA=mo,Helpful to store fanily health records in one place,5,0,2.1.13,2024-05-15 04:15:44,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,51,Positive,helpful store fanily health records one place
343a2107-42b8-4a81-808f-65fde13a93aa,Shafik Idrise,https://play-lh.googleusercontent.com/a/ACg8ocJcLdkH9J1bSWXjqsrTWwwoS-3I4hD3brwwUEflh2dfbXL3cA=mo,Good app,5,0,2.1.13,2024-05-15 01:06:58,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,8,Positive,good app
8c613e05-a936-4d0d-a102-3f6138fea339,Vinod Kunchikorve,https://play-lh.googleusercontent.com/a/ACg8ocKVJkAmXlymU4aSvxyvrx5lbU0gpzFPvH7E--aB89d1cKqKbw=mo,Quick and easy to use features. Family health history good feature,5,0,2.1.13,2024-05-10 01:02:47,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,66,Positive,quick easy use features family health history good feature
73680ef9-4305-45ce-ba74-7610bd5490bc,Mangesh Priyanka,https://play-lh.googleusercontent.com/a/ACg8ocJdk7__aHgshKqfOHk6Tl85E-BiJoR9Mi7YFDvW4X4yQVcMJA=mo,Great app,5,0,2.1.13,2024-05-10 00:39:14,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,9,Positive,great app
841d1bb3-61f9-4921-bd6d-d11e1d492eda,Vikas Gupta,https://play-lh.googleusercontent.com/a-/ALV-UjVPFQevCRNNclK0Bkw0-gtNpqeqCyjTh4BrGuBtH5QpfRpZXm0k,Abha Id esily done. Doctor appointments hota toh acha hota,5,0,2.1.13,2024-05-09 02:52:42,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,58,Positive,abha esily done doctor appointments hota toh acha hota
878b520d-eea3-4464-b761-56ebb51c9bed,Shital Badge,https://play-lh.googleusercontent.com/a/ACg8ocLrAxc5F-UHO6viTPe8fgXkAYi9IaTQcmpFCtRbxp8jqY5gRg=mo,Helpful and easy to use health report uploads,5,0,2.1.13,2024-05-09 01:52:03,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,45,Positive,helpful easy use health report uploads
b611c364-47f6-470f-8bd1-5156c733dae4,Roshan Kumar,https://play-lh.googleusercontent.com/a/ACg8ocKYGRqeSO2K7inKBRLygerey-RmebuQgGyuF2z0n9FQG-DJ0A=mo,Quick and fast abha creation,5,0,2.1.13,2024-05-09 01:33:24,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,28,Positive,quick fast abha creation
b561854f-1f15-4e71-b99a-a23909ae7e0c,Tanbir Sk,https://play-lh.googleusercontent.com/a/ACg8ocISB7JEXGHWdAXBlVLdrU_VzskjIhWPrQcgpgn2zeL4Jy2ZkQ=mo,Great app,5,0,,2024-05-09 01:16:24,,,,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,9,Positive,great app
8cb42615-9ee3-4275-be1f-1ce357b28c04,Ashok Kamthe,https://play-lh.googleusercontent.com/a/ACg8ocKuIxN-d9md9IDjpkueQ7n04wTk_qjGMfeK2Shm4jVu88Z7Yg=mo,Mast app abhee.,5,0,2.1.13,2024-05-08 06:10:07,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,15,Positive,mast app abhee
22e34fb5-6216-40dd-a635-af8e58b51b2d,Pankaj Maurya,https://play-lh.googleusercontent.com/a/ACg8ocJSluoH5vPQv4xnUcQVtA-23YtrNXOQ5pBKjXDGQ6qlqhHbSQ=mo,Easy to use. Simple. Abha id created and health reports uploaded quickly,5,0,2.1.13,2024-05-08 05:44:35,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,72,Positive,easy use simple abha created health reports uploaded quickly
49f590e1-0028-4e23-8d94-579f29171483,RAJU SHINDE,https://play-lh.googleusercontent.com/a/ACg8ocJbC3MmERHiIUsAJpEDa6Kmv05oNFVltwroxaloqOA-Efo6JQ=mo,Simple and easy to use. Documents are easily stored and shared with doctors,5,0,2.1.13,2024-05-08 05:32:45,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,75,Positive,simple easy use documents easily stored shared doctors
1ff918c6-4bef-43cc-8301-314d9b571328,Sonu Mali,https://play-lh.googleusercontent.com/a/ACg8ocLjSCGx6rgLPgn6IUZ1UypL_StVaL_6PtRxydl-6s38a4Xe6Q=mo,"Great app. Free abha id created on the app where other places they are changing 250rs. Lots of useful beneifts like family health history, family health account. Looking forrward to the doctor appointments that they said is coming soon.",5,0,2.1.13,2024-05-08 05:16:06,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,236,Positive,great app free abha created app places changing lots useful beneifts like family health history family health account looking forrward doctor appointments said coming soon
d64558c7-b58e-420f-8935-6b2af7c87ee9,Reshma Mhaprolkar,https://play-lh.googleusercontent.com/a/ACg8ocITmBCe9BWs6QNV0EVxl_eapOH0nQU5KyJI0Z8s_UQBm2qTTw=mo,Mast aahe. Easy to use family health history,5,0,2.1.13,2024-05-08 04:55:42,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,44,Positive,mast aahe easy use family health history
a6a25728-dace-47cc-b4bd-120f2faf6100,Vijay Kendale,https://play-lh.googleusercontent.com/a/ACg8ocJVwZaX_HfvLY26KxXT2ynrDRaFbRg4_c0aBwpSYVszZScxDw=mo,Abha id card easy aahe banvayla,5,0,2.1.13,2024-05-08 04:33:56,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,31,Positive,abha card easy aahe banvayla
1711e9c2-0633-460d-a610-123dc8a234e6,Anil Ghonshetwad,https://play-lh.googleusercontent.com/a-/ALV-UjXcJhkKjBc6Nir8EN13eKcfYnQsLn7hK5MGxVuqNT1L4IkfrRe8,Found very easy to maintain family members account.,5,0,2.1.13,2024-05-08 04:16:18,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,51,Positive,found easy maintain family members account
47e133e2-77bd-4cd5-87d1-56b8d2dd45c9,chandrakant shinde,https://play-lh.googleusercontent.com/a/ACg8ocJr-9p0VonB38hSQAdvsjOKyT8ilkaqXr5nkACGyXvm5RbEwg=mo,"Great app as a digital health locker. Easy to add my family members and health records. I wish they had doctor appointment features too, but they mentioned they are planning it. So far so good.",5,0,2.1.13,2024-05-08 03:32:31,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,193,Positive,great app digital health locker easy add family members health records wish doctor appointment features mentioned planning far good
fef4e4ea-396d-4d4e-8545-8188cc039af8,Urmila kashyap,https://play-lh.googleusercontent.com/a/ACg8ocIag-sNM8bzrJzrXFESeIif0BovAXFJdMF3CvS_ldX1qWnsyg=mo,Great aap for senior citizens. Removes the stress of carrying multiple files while doctor appointments.,4,0,2.1.13,2024-05-08 02:46:29,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,103,Positive,great aap senior citizens removes stress carrying multiple files doctor appointments
62a3af4e-fcab-42d8-8024-1c2ca202a515,Shivram Kashyap,https://play-lh.googleusercontent.com/a/ACg8ocKPCkRT3AKE0w5eHYKlmgMF2FrhPzA5Y0_p8qvYFgHn9ASUcQ=mo,Thank you Easy to create abha card,5,0,2.1.13,2024-05-08 02:33:13,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,34,Positive,thank easy create abha card
03c3de21-efe7-466d-ba89-78cdbc4f7923,sameer bhabal,https://play-lh.googleusercontent.com/a/ACg8ocLaOvaLAoeDUVhR5lFlZ5uuPtg5HZVDHuLel_Sh7u0u_ICIqg=mo,I likes the family health history feature. Helpful for prevention of possible diseases.,5,0,2.1.13,2024-05-08 01:27:27,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,87,Positive,likes family health history feature helpful prevention possible diseases
86758e12-032d-4b84-b314-95991da144eb,Jagarnath Gupta,https://play-lh.googleusercontent.com/a/ACg8ocIxDgpZgDGwKyhuHxE2gC11MlzNzEV61InyFu94yyVMStlQnA=mo,Helpful app for health record storage.,5,0,2.1.13,2024-05-08 01:17:41,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,38,Positive,helpful app health record storage
558afbe8-3d4b-433f-878f-05d20a7009f5,vilas patil,https://play-lh.googleusercontent.com/a/ACg8ocJ9iBly8Tg2FLnFO8HRp8Yoc_-sbSPAXsIjUVtM_MOOmLWVLA=mo,"Great health locker. One place to store my health and medical records. Wish theybhad doctor appointments too, but I was told they are working on it.",5,0,2.1.13,2024-05-08 01:06:14,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,148,Positive,great health locker one place store health medical records wish theybhad doctor appointments told working
279a2840-3a77-4dc3-bfa3-40fc2add3872,Tayyab Khalifa,https://play-lh.googleusercontent.com/a-/ALV-UjXoG_oa3Vx3M2S17f_R7bR5vVFp3AT5LPQEZJ4Lvi17CO5BomEM,Abha ID created successfully. health records easy to store and share with family and doctors visits,5,0,2.1.13,2024-05-08 00:56:45,,,2.1.13,com.appex.myhealth,MyHealth-Digital Health Locker,2024,5,2024-05,99,Positive,abha created successfully health records easy store share family doctors visits
