appId,title,score,genre,price,free,currency,description,developer,installs
com.bapelkesks.digitalmedication,Digital Health & Medication,,Productivity,0,True,USD,"Digital Health & Medication adalah Aplikasi yang dikembangkan untuk memudahkan Peserta Bapelkes Krakatau Steel untuk mengakses pelayanan kami.

Dengan 3 (tiga) fitur utama meliputi:
1. Pendaftaran Klinik
2. Informasi Sisa Plafon
3. Riwayat Kesehatan

Serta 2 (dua) fitur tambahan yaitu:
1. Konten Promosi dan Edukasi Kesehatan
2. Informasi Kepesertaan.",Bapelkes Krakatau Steel,
health.human.app,Human Health Tracker,4.51,Medical,0,True,USD,"💗 Human Health: Symptom Tracker, Medication Reminder & Digital Health Record

The ultimate app to track symptoms, medications & treatments, turning your daily experience into actionable data.

With Human Health, you can create a secure digital health record to monitor how your symptoms or overall health are changing over time. Designed with input from patients, parents & medical experts from top US hospitals & universities, Human Health helps manage symptoms & treatments for chronic conditions, mental health, neurological disorders, pain, autoimmune diseases & more.

Key Features:
🤒 SYMPTOM TRACKER & HEALTH JOURNAL
- Track over 1700+ symptoms daily, including chronic symptoms, mental health symptoms, neurological symptoms, pain symptoms, autoimmune symptoms, and gastrointestinal symptoms.
- Get personalized insights into how symptoms change over time.
- Add photos and notes to symptoms for more in-depth information.
- Create a mood journal to monitor mental health symptoms like stress, anxiety, depression, and emotional well-being.

💊 MEDICATION REMINDER, TREATMENTS LOG & PILL TRACKER
- Log medications, treatments, and supplements with custom reminders.
- Track 100,000+ treatments, including therapies, assistive devices, and lifestyle changes.
- Create a flexible medication & treatment plan: choose medication frequency that works for you.
- Track medication & treatment adherence & compare it to your symptom data

🧠 MENTAL HEALTH TRACKER & MOOD JOURNAL
- Log mental health symptoms like anxiety, depression, & mood swings.
- Track mental health patterns & understand mood fluctuations.
- See how medications & lifestyle changes impact mental health.
- Journal to better manage your mental health.

👩‍⚕️ DOCTOR READY HEALTH REPORTS
- Generate a free 3-month health summary (symptom & medications) for doctor visits.
- Customizable reports for greater flexibility to highlight relevant symptoms & medication changes e.g. only include mental health symptoms and mental health medications for therapists. 
- Store & access lab results, scans, & medical records for easy access.

🤝 FAMILY SYMPTOM & MEDICATION TRACKING
- Create multiple profiles for your family in Human Health.
- Use Human Health as your own symptom tracker & medication reminder
- Use Human Health as a symptom tracker & medication reminder for your family. 

🔒 YOUR PRIVACY, OUR PRIORITY
-Encrypted and protected data, with control over who views your information.
-Your personal data will never be sold, and you can delete it anytime.
-Always accessible data—download, export, or delete files when needed.

For more information, visit: https://humanhealth.zendesk.com/hc/en-us
Privacy Policy: https://humanhealth.zendesk.com/hc/en-us/articles/17643897206681-Our-Privacy-Policy
For support, email: support@human.health

Insights provided by Human Health do not constitute medical advice. Always consult your doctor before making any medical decisions.",Human Operations Pty Ltd,
health.vivica.digitaldoctor,Digital Doctor,,Medical,0,True,USD,"De Digital Doctor - DataClinix Suite ondersteunt zorgverleners bij het leveren van patient specifieke digitale zorg. 


Geen advies
Deze app ""Digital Doctor"" geeft alleen informatie, is geen medisch of behandelingsadvies en mag niet als zodanig door de gebruiker worden behandeld. Als zodanig mag deze App niet worden gebruikt voor het stellen van een medische diagnose of als aanbeveling voor medische zorg of behandeling. De informatie op deze App is geen vervanging voor professioneel medisch advies, diagnose of behandeling. Alle inhoud, inclusief tekst, graphics, afbeeldingen en informatie, opgenomen op of beschikbaar via deze App is alleen voor algemene informatieve doeleinden.

Disclaimer:
Professioneel medisch advies en hulp
U wordt ten sterkste aangeraden om alle informatie verkregen van of via deze App te bevestigen met uw arts of een andere professionele zorgverlener en om alle informatie betreffende een medische conditie of behandeling met uw arts of een andere professionele zorgverlener te bespreken.

Geen vertrouwen
U MAG NOOIT VERTROUWEN OP ENIGE INFORMATIE VERKREGEN VIA DEZE APP VOOR ENIGE DIAGNOSE OF AANBEVELING VOOR MEDISCHE BEHANDELING. U MAG NOOIT VERTROUWEN OP DE INFORMATIE DIE U VIA DEZE APP ONTVANGT ALS ALTERNATIEF VOOR MEDISCH ADVIES VAN UW ARTS OF EEN ANDERE PROFESSIONELE ZORGVERLENER.
U MAG NOOIT PROFESSIONEEL MEDISCH ADVIES IN DE WIND SLAAN OF HET ZOEKEN VAN MEDISCHE BEHANDELING UITSTELLEN ALS GEVOLG VAN INFORMATIE DIE U OP DEZE APP HEBT GEZIEN OF WAARTOE U VIA DEZE APP TOEGANG HEBT GEHAD. ALS U SPECIFIEKE VRAGEN HEEFT OVER EEN MEDISCHE KWESTIE, DIENT U UW ARTS OF EEN ANDERE PROFESSIONELE ZORGVERLENER TE RAADPLEGEN. ALS U DENKT DAT U AAN EEN MEDISCHE AANDOENING LIJDT, MOET U ONMIDDELLIJK MEDISCHE HULP INROEPEN.

Geen Garantie
De informatie verstrekt door deze App wordt verstrekt ""zoals het is"" zonder enige verklaringen of garanties, uitdrukkelijk of impliciet. Digital Doctor geeft geen verklaringen of garanties met betrekking tot de medische of andere informatie in deze App.",Vivica BV,
co.well.wellapp,Well Digital,4.8994412,Health & Fitness,0,True,USD,"Well is your personalized daily health partner.

With Well, you’re treated like a name instead of a number. Well works to understand you, then suggests the next step fit for you — while rewarding you every step of the way. Get your first bonus just for signing up.

With Well, you are…

- WELL known: We get you. Answer just a few questions and we’ll share the next thing you can do for your health. Personalized multi-day health journeys and “look ahead” suggestions, designed by our experts and suggested by Well’s advanced health engine. Well knows your next healthy step even before you do.

- WELL rewarded: Healthy is job one. So why not get paid to do it? Earn hundreds in rewards by taking simple, healthy steps. Celebrate the small wins, because they add up over time. And when you’re ready to cash in on your good work, choose gift cards from a wide variety of your favorite brands.

- WELL empowered: It’s easier to take that next step when you know the facts. Build confidence and momentum in your health journey with do-able tips that fit into your regular day and help move you towards your goals. With someone in your corner, you can get started on that new health routine.

- WELL guided: Every now and then, we all need a little human guidance. Need help understanding bills and coverage, healthcare navigation guidance, and finding and scheduling a local provider? You’ll be happy to know our Well Guide team does it live and on-demand. Does that sound like typical healthcare to you? 

What others are saying about Well:

- “It's not just about losing weight, getting exercise, or lowering blood pressure. It's about all of that. It’s about your overall health.” — Kim W.

- “Thank you so much for finding them (a urologist) for me! I’ll be able to stay within the group for all of my needs…Thank you again for your help!” — Pablo L.

- “I love the emphasis on mental health in the workplace, because for a very long time, all I did was work.” —  Hannah L.

- “Well is by far my favorite app on my phone.” — Mark D.

Learn more about us at well.co",Well Engineering Team,
com.teladoc.members,Teladoc Health,4.3602686,Medical,0,True,USD,"Teladoc Health connects you with complete care, at your convenience and an affordable cost. You’ll find what you need to get well—like 24/7 care—alongside primary care, therapy and programs proven to keep you well.

EXPERIENCE AND EXCELLENCE
Teladoc Health has been modernizing healthcare since 2002. More than 50 million visits later, we are the leader in telemedicine. With our app, top-quality doctors and data-driven programs are just a tap away.

SEAMLESS CARE FOR ALL OF YOU
Our app brings together doctors, therapists, dietitians, nurses, coaches and self-guided programs that tend to every aspect of your well-being. If you need in-person care, we can refer you to in-network providers and care sites. But don’t underestimate us. The

With a suite of connected devices, in-home lab services and prescription delivery (in some locations), we cover most common health needs. And with insurance, your copay for care could be as low as $0.

PERSONAL AND PERSONALIZED
Teladoc Health providers and coaches will get to know you. Our video and phone visits have no time limit. Instead of 15 minutes, you might spend an hour talking about your health and planning next steps together.

The app integrates with our devices and Apple Health to put data in your hands. Analyze it during appointments with your care team, or on your own on the go. Then apply what you learn about your health and your habits to find the right path to your goals. We’ll send you notifications and nudges to keep you on the right track.

OUR SERVICES INCLUDE:

24/7 CARE
On-demand appointments any time of day with board-certified physicians for:
- Colds and flu
- Pink eye
- Sore throats
- Sinus infections
- Rashes 

PRIMARY CARE
Access within a week to board-certified primary care physicians and nurses who become your dedicated virtual care team for:
- Routine checkups and preventive care
- Goal-setting and a personalized care plan
- Lab orders (bloodwork)
- Checking blood pressure and other vitals
- Managing chronic conditions 

CONDITION MANAGEMENT
Depending on your coverage, you may be eligible for:
- Programs to help manage conditions like diabetes and high blood pressure
- Connected devices like a blood glucose meter or blood pressure monitor
- Expert health coaching
- Health data, trends and actionable insights

MENTAL HEALTH
Licensed therapists, psychiatrists and self-guided content for help with:
- Anxiety and stress
- Depression or not feeling yourself
- Relationship conflicts
- Trauma 

NUTRITION
Registered dietitians who can help with:
- Weight loss
- Diabetes
- High blood pressure
- Digestive issues
- Food allergies 

DERMATOLOGY
Dermatologists who diagnose and treat common skin conditions, such as:
- Acne
- Psoriasis
- Eczema
- Rosacea
- Skin infections

Your coverage might also provide access to:
- Specialists for a second opinion on surgery, a diagnosis or treatment plan
- Therapy and coaching to help with back and joint pain
- Imaging and sexual health testing referrals 


CHECK YOUR COVERAGE
Sign up to see which telemedicine services are covered by your health insurance or employer. Or, you can choose to pay flat fees. 

SECURE AND CONFIDENTIAL
We take your privacy seriously. Your health information is secure, private and compliant with federal and state laws, including the U.S. Health Insurance Portability and Accountability Act of 1996 (HIPAA). 

AWARDS AND RECOGNITION
- Company of the Year—Healthcare Dive, 2020
- World’s Most Innovative Companies—Fast Company, 2021
- Largest Virtual Care Company—Forbes, 2020","Teladoc, Inc.",
com.ada.app,Ada – check your health,4.6014423,Medical,0,True,USD,"Get a health check for yourself and your relatives. You can check your symptoms online 24/7 and find out possible causes. Whatever's bothering you, from pain, headache, or anxiety to allergy or food intolerance, the free Ada app (symptom checker) could help you find answers from the comfort of your home.

Doctors have trained Ada for years so that you can get an assessment within minutes.

<b>How do free symptom checks work?</b>

You answer simple questions about your health and symptoms.
The AI of the Ada app assesses your answers against its medical dictionary of thousands of disorders and medical conditions.
You receive a personalized assessment report that tells you what may be wrong and what you could do next.

<b>What can you expect from our app?</b>

- Data privacy and security – we apply the strictest data regulations to protect and keep your information private.
- Smart results – our core system connects medical knowledge with intelligent technology.
- Personalized health information – your guidance is personal to your unique health profile.
- Health assessment report – share relevant information with your doctor by exporting your report as a PDF.
- Symptom tracking – track your symptoms and their severity in the app.
- 24/7 access – you can use the free symptom checker anytime, anywhere.
- Health articles – read exclusive articles written by our experienced doctors.
- BMI calculator – check your body mass index (BMI) and find out if you’re a healthy weight.
- Assessments in 7 languages – choose your language and change it from the settings at any point: English, German, French, Swahili, Portuguese, Spanish, or Romanian.

<b>What can you tell Ada?</b>

The Ada app can help you if you have common or less common symptoms. Here are some of the most common searches:

Symptoms:
- Fever
- Allergic rhinitis
- Loss of appetite
- Headache
- Abdominal pain and tenderness
- Nausea
- Fatigue
- Vomiting
- Dizziness


Medical conditions:
- Common cold
- Influenza infection (flu)
- COVID-19
- Acute bronchitis
- Viral sinusitis
- Endometriosis
- Diabetes
- Tension headache
- Migraine
- Chronic pain
- Fibromyalgia
- Arthritis
- Allergy
- Irritable bowel syndrome (IBS)
- Anxiety disorder
- Depression


Categories:
- Skin conditions such as rashes, acne, insect bites
- Women health and pregnancy
- Children’s health
- Sleeping problems
- Indigestion issues, such as vomiting, diarrhea
- Eye infections


<b>Disclaimer</b>
Disclaimer: The Ada app is a certified Class IIa medical device in the European Union.  

CAUTION: The Ada app cannot give you a medical diagnosis. Contact urgent care immediately in an emergency. The Ada app does not replace your healthcare professional's advice or an appointment with your doctor.

We want to hear from you. If you have any feedback or just want to get in touch, reach us at hello@ada.com. Your feedback will be processed in accordance with our Privacy Policy [https://ada.com/privacy-policy/].",Ada Health,
ai.kanghealth,K Health | 24/7 Virtual Care,4.6466327,Medical,0,True,USD,"24/7 ACCESS TO HIGH-QUALITY MEDICAL CARE FROM YOUR PHONE. NO INSURANCE REQUIRED.

Get the treatment you need from licensed medical providers without setting foot in a doctor’s office. Providers on the K Health platform can treat hundreds of medical conditions, from anxiety to UTIs, and prescribe medication to get you feeling better faster.

At K Health, we use advanced AI to provide better, more personalized medical care. Try it out for free by checking your symptoms: We’ll compare your case to millions of real patient records and tell you how people like you were diagnosed and treated.*

Then, you can chat with a provider to get the care you need. Pay just $49/month** for unlimited visits, $73 for a one-time virtual visit, or $449 for an entire year of unlimited visits (for a savings of $139).

With the K Health app, you can:

-Get free, clinically-proven information about your symptoms from the same AI your provider uses to make smarter medical decisions

-Chat with a medical provider about urgent medical needs 24/7 by text and video

-Make virtual appointments with a provider who can help you manage (and prevent) chronic conditions like high blood pressure, diabetes, high cholesterol, and more

-Get generic prescription medication shipped directly to your door, saving you time and money

-Stay on top of lab orders, medication management, and specialist referrals

WHAT WE TREAT 

Urgent care:
-Cold and flu
-Indigestion and abdominal pain
-UTIs 
-Headaches and migraines
-Dental pain
-Rashes

Chronic care:
-Weight management
-Anxiety and depression
-High blood pressure
-High cholesterol
-Diabetes (type 2)
-Acid reflux

... and hundreds more


*The results from the Symptom Checker are not medical advice or a diagnosis, but you can connect with a medical provider practicing on the K Health platform for diagnosis and treatment.
**Billed quarterly after the first month",K Health,
com.meddi.health,Digital salud,,Health & Fitness,0,True,USD,Salud a tu alcance,Meddi,
com.virginpulse.virginpulse,Personify Health,4.123896,Health & Fitness,0,True,USD,"Virgin Pulse is now Personify Health. 

The first and only personalized health platform company that brings holistic health and wellbeing, comprehensive navigation and advocacy, and flexible health plan administration, all in one place. 

Seamlessly sync your daily activities with our built-in activity tracker, monitoring steps taken and sleep patterns. Stay connected on the go with Max Buzz integration, displaying incoming calls and text messages directly on your device. Elevate your wellbeing journey with personalized insights and convenient notifications - your all-in-one solution for a healthier, connected lifestyle.","Personify Health, Inc.",
com.cerner.iris.play,HealtheLife,2.8879669,Medical,0,True,USD,"HealtheLife helps individuals and families stay informed, educated and take a more active role in their health.

Through the HealtheLife app, you have real-time and easy access to your health care organization's online portal. This portal shows your latest health care information and provides services needed to plan, understand and engage in your care.
 
You must first be granted access by your health care organization to use their online portal. Once you have an account, simply sign into the HealtheLife app with your Cerner Health username and password.  If you have access to portals from multiple health care organizations, you can view all participating portals through the app.
 
Each participating organization's portal is unique but most portals allow you to connect with your care team by:
• Securely messaging your provider
• Scheduling and managing upcoming appointments
• Accessing medical information including allergies, laboratory results, health issues, immunizations, medications and other health documents
 
If you need assistance accessing your existing account, visit your health care organization's website for support options. Contact your provider directly regarding questions about your health record. Personal health inquiries or concerns posted as comments in the Play Store cannot be addressed.",Cerner Corporation,
com.lifetimefitness.interests.fitness,Life Time Digital,4.784101,Health & Fitness,0,True,USD,"A healthy way of life anywhere, anytime for everyone. 
 
The Life Time app is now available to everyone who wants to experience the best in digital health and fitness.  From the hottest live streaming and on-demand classes, expertly crafted workout and nutrition programs, award-winning health content and exclusive access to the best nutritional’s and products in our LifeShop, Life Time can help you achieve your health goals.
 
And for our Club members it’s also your key to unlocking all the amazing experiences across our network of over 160+ athletic country clubs; Membership Card, Class & Court Reservations, Kids Activities, Personal Training, Spa Appointments, Café ordering, Account Management & more.
 
For Everyone:
LIVE STREAMING CLASSES:  Tap into the energy of your favorite club performers with unlimited live streaming classes from clubs across the nation.
ON-DEMAND CLASSES: Studio, cycle, yoga, meditation, family and more. Stream your favorite classes to your phone, computer or smart TV.
VIRTUAL TRAINING: Custom training programs focused on your goals; weight loss, strength, active aging, nutrition and healthy habit formation.
CURATED CONTENT: Browse expertly crafted articles and podcasts on your favorite topics - fitness, nutrition, health, lifestyle and more.
LIFE SHOP: From dumbbells to wearable technology and exclusive nutritional’s, get everything you need to make your goals a reality in one place.
 
For Club Members:
MEMBERSHIP CARD:  Check in with the app or upload your membership card into Apple Wallet so it’s always with you.
CLASS AND EVENT SCHEDULES AND RESERVATIONS: Find your favorite classes or try something new in our classes schedules with reservations for yourself and others on your membership.
COURT RESERVATIONS:  Reserve your own court for a friendly game of pickleball, tennis, squash or racquetball.
PERSONAL TRAINING: View the Dynamic Personal Trainers at your club and book your complimentary Intro to DPT or Goal Setting session available to all members
KIDS & FAMILY: Connect to all things kids from class reservations, swim lesson registration, family swim hours, camp registration….and don’t forget to check out Parents Night Out events.
LIFESPA BOOKING: Schedule massage, hair, skin or nail services at our full-service salons and spas.
LIFECAFE ORDERING: Order shakes and meals from the LifeCafe and pick them up after your workout to quickly refuel.
CLUB NEWS & NOTIFICATIONS: Receive important messages and alerts from your club about upcoming improvements, events and more.
ACCOUNT MANAGEMENT: Manage your membership, payment information, transaction history, communication preferences and more.
 
Access to programs, services, content and experiences subject to change.  Always consult your physician before beginning any new exercise program.","Life Time, Inc.",
